ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10_1_hit.vs.Ctrl_1_hit.logFC	LPS100.A10_1_hit.vs.Ctrl_1_hit.p.value
ENSOARG00000016689	101123237	FAT4	FAT atypical cadherin 4	-1.21052302771179	0.0189467162910413
ENSOARG00000016727	443075	HGF	hepatocyte growth factor	-1.36259560676132	0.034372764773126
ENSOARG00000016737	101110224	TNS2	tensin 2	-1.7760750390025	1.33887537532463e-05
ENSOARG00000016786	101110495	KRT8	keratin 8	-1.79734947107096	0.016307648985848
ENSOARG00000016814	101112970	TXNRD1	thioredoxin reductase 1	1.67027467645188	0.000645516050777686
ENSOARG00000016860	101118098	POLM	DNA polymerase mu	-1.23943527141199	0.0376958857269735
ENSOARG00000016897	101117259	TRPV2	transient receptor potential cation channel subfamily V member 2	-0.978935670404049	0.0254203514357884
ENSOARG00000016907	101113935	UNC5C	unc-5 netrin receptor C	-1.68713299538607	0.0117940556031303
ENSOARG00000016912	101111643	SLC16A3	solute carrier family 16 member 3	-1.46164354931889	0.00220137209086167
ENSOARG00000016935	101106808	BCAR3	BCAR3, NSP family adaptor protein	-1.06388493524968	0.017298663889001
ENSOARG00000016996	101113978	OGA	O-GlcNAcase	1.20169338899923	0.00813553782201825
ENSOARG00000017012	101117899	GCLM	glutamate-cysteine ligase modifier subunit	1.07430090011437	0.0107881888079576
ENSOARG00000017025	101122158		paired immunoglobulin-like type 2 receptor alpha	-1.18127695279801	0.00427105142860834
ENSOARG00000017064	101107418	PLS3	plastin 3	-0.915422731341574	0.0236626914000863
ENSOARG00000017123	101115115	LOC101115115	platelet glycoprotein 4	-0.934461216122309	0.0280408195436286
ENSOARG00000017131	101104073	KLF10	Kruppel like factor 10	-1.17349218368405	0.0025808686130039
ENSOARG00000017199	101112667	ADCY7	adenylate cyclase 7	-1.46037198078758	0.000333465555205209
ENSOARG00000017237	101120004	PRDM16	PR/SET domain 16	-1.39021911184669	0.0232585932672617
ENSOARG00000017242	101114095	ACVRL1	activin A receptor like type 1	-2.61346589770852	0.00470186960177888
ENSOARG00000017246		SLC25A1	solute carrier family 25 member 1	-0.869227285194946	0.0230854113356495
ENSOARG00000017249				-1.70218661183343	0.00826016906732633
ENSOARG00000017253	101113483	ANKRD33	ankyrin repeat domain 33	-1.40575334709845	0.025176138950179
ENSOARG00000017302	101107346	HS1BP3	HCLS1 binding protein 3	-1.0994305012651	0.00123702940930986
ENSOARG00000017319	101118908	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48	0.848726145705339	0.0466303712313632
ENSOARG00000017349				-1.81661151967804	0.0141538195977177
ENSOARG00000017354	101115327	NXF1	nuclear RNA export factor 1	1.62355585969968	6.89413255080431e-06
ENSOARG00000017358		PMEPA1	prostate transmembrane protein, androgen induced 1	-1.18762236306254	0.0344903120029565
ENSOARG00000017381	101115611	POU6F1	POU class 6 homeobox 1	-1.4631237341989	0.00793972231947043
ENSOARG00000017395	101115344	PCYT1B	phosphate cytidylyltransferase 1, choline, beta	-1.0913681142921	0.0277510778723074
ENSOARG00000017410	101118968	EIF1	eukaryotic translation initiation factor 1	1.06397504637261	0.00175314741049399
ENSOARG00000017443	101114358	PDLIM5	PDZ and LIM domain 5	-1.10950751317057	0.00545294296218751
ENSOARG00000017481	101110429	P2RX5	purinergic receptor P2X 5	-1.06329457520624	0.00579240101444905
ENSOARG00000017546		GPSM3	G protein signaling modulator 3	-1.03969010564914	0.0188343324043786
ENSOARG00000017573	101118361	GPR65	G protein-coupled receptor 65	-1.19394059014582	0.0402309678275362
ENSOARG00000017605	101105229	ATAD2B	ATPase family, AAA domain containing 2B	1.08010104999884	0.0136857798253816
ENSOARG00000017639	443535	LDLR	low density lipoprotein receptor	-0.93245642874113	0.0422900825313335
ENSOARG00000017839	101118861	LIMA1	LIM domain and actin binding 1	-1.00235974387629	0.0218917571756575
ENSOARG00000017875	101107564	COL8A1	collagen type VIII alpha 1 chain	-0.937822400405666	0.0466509881537265
ENSOARG00000017888	101107834	FILIP1L	filamin A interacting protein 1 like	-1.91132081028517	0.00231325973701455
ENSOARG00000017890	101103558	BTBD11	BTB domain containing 11	1.95301335917332	0.00090697861216794
ENSOARG00000017913	101111715	IGDCC4	immunoglobulin superfamily DCC subclass member 4	-1.17092711938189	0.0270258598897533
ENSOARG00000017948	101119818	DOCK6	dedicator of cytokinesis 6	-1.04935070795496	0.00144958426104386
ENSOARG00000017949	101122613	CEP350	centrosomal protein 350	0.871597482533195	0.042042412815885
ENSOARG00000017992	101102841	TMEM119	transmembrane protein 119	-1.33755049773568	0.0254199390535375
ENSOARG00000018034	101123626	ZYX	zyxin	-0.92372550710071	0.0133074464216984
ENSOARG00000018074	101111266	LOC101111266	protein FAM26F-like	-1.85046182532981	0.0114443770030221
ENSOARG00000018118	101103814	OCIAD2	OCIA domain containing 2	-1.20884002922674	0.00112732797276392
ENSOARG00000018247	443212	POMC	proopiomelanocortin	3.38752644498673	0.00125026347849349
ENSOARG00000018326	101111621	CSDC2	cold shock domain containing C2	-1.67310227172785	0.000675653964763731
ENSOARG00000018341	101117184	MT1X	metallothionein-1A	1.82731236168099	0.0147937527057944
ENSOARG00000018342	101117333	CCSER1	coiled-coil serine rich protein 1	1.29603112332089	0.00793972231947043
ENSOARG00000018391	101110605		GRB2 related adaptor protein	-1.6090166618514	0.00174283680227816
ENSOARG00000018396	101115654	SCARB1	scavenger receptor class B member 1	-1.11122345672241	0.00457773313997887
ENSOARG00000018416	101113850	CAMK2D	calcium/calmodulin dependent protein kinase II delta	-1.05810919104287	0.00793938965494881
ENSOARG00000018487	101110464	CTSW	cathepsin W	2.32627740812262	0.0047735992431523
ENSOARG00000018517	101105413	CORO2B	coronin 2B	1.07085200232598	0.0103538436982408
ENSOARG00000018527	101104055	MCM5	minichromosome maintenance complex component 5	-1.03598903735992	0.0396921563183787
ENSOARG00000018530		GAREM2	GRB2 associated regulator of MAPK1 subtype 2	-1.82917894385979	0.0180998614996378
ENSOARG00000018590	101114170	MID2	midline 2	1.26964694223068	0.00678397041373758
ENSOARG00000018681		CAVIN3	caveolae associated protein 3	-1.25112598905122	0.00043008291970656
ENSOARG00000018760	101106321		myosin heavy chain 9	-1.21988298761691	0.000101343260919551
ENSOARG00000018811	101120709	VAV3	vav guanine nucleotide exchange factor 3	-1.1315557108974	0.00584757142434788
ENSOARG00000018820	101108799	PER2	period circadian regulator 2	-1.51249082552448	0.0420621868627588
ENSOARG00000018838		KLF7	Kruppel like factor 7	-1.21041816857135	0.0354363593497222
ENSOARG00000018879		TUBA1C	tubulin alpha 1c	1.09867736977514	0.0111500812418695
ENSOARG00000018913	101117223	RNF128	ring finger protein 128, E3 ubiquitin protein ligase	1.07609968348004	0.0173166572611895
ENSOARG00000018923	101106200	PAMR1	peptidase domain containing associated with muscle regeneration 1	-1.26366485252539	0.00149429824658042
ENSOARG00000018927		XK	X-linked Kx blood group	-1.53884045924834	0.0126908978075865
ENSOARG00000018937	101112917	NAV1	neuron navigator 1	-1.13976181492956	0.00179517714495836
ENSOARG00000018980	443257	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	-0.931314501436892	0.00869561436862343
ENSOARG00000019010	101116191	DZIP3	DAZ interacting zinc finger protein 3	-1.16272427143419	0.0183287633357006
ENSOARG00000019011	101101844	LRRFIP1	LRR binding FLII interacting protein 1	-1.04848082588451	0.00656330535455714
ENSOARG00000019055	101104513		N-acetylneuraminate pyruvate lyase	-1.21357945269376	0.0015629207823486
ENSOARG00000019070	101106012	PDGFRA	platelet derived growth factor receptor alpha	-1.19663751646403	0.0281943197742232
ENSOARG00000019084	101118617	NFATC4	nuclear factor of activated T cells 4	-1.53114088798468	0.000425799854019918
ENSOARG00000019206	101118837	PHLDB2	pleckstrin homology like domain family B member 2	-0.865691130698167	0.0262871514163156
ENSOARG00000019208	101102801	C1QTNF6	C1q and TNF related 6	-1.6487375838691	0.00454753034063568
ENSOARG00000019218	101103309	CYTH4	cytohesin 4	-1.51702420693313	0.000131894818696984
ENSOARG00000019301	101119824	NGDN	neuroguidin	0.838735364680792	0.0371374315363816
ENSOARG00000019346	101108896	MREG	melanoregulin	-1.84878055364354	0.00380103719762422
ENSOARG00000019400	101109786	RAPGEF3	Rap guanine nucleotide exchange factor 3	-1.46114737188051	0.00999095458820795
ENSOARG00000019414	443116	MMP14	matrix metallopeptidase 14	-0.871385130501719	0.0176363415648353
ENSOARG00000019416	101107011	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase	-1.26898798700221	0.00939661004885136
ENSOARG00000019430		RBM15	RNA binding motif protein 15	0.976524399490052	0.0073763989861824
ENSOARG00000019441	100158235	RHOB	ras homolog family member B	0.885572702238715	0.044569613854067
ENSOARG00000019450	101110320	TTC38	tetratricopeptide repeat domain 38	-1.03567066730412	0.0173166572611895
ENSOARG00000019458	101121412	BABAM2	BRISC and BRCA1 A complex member 2	-0.799061939650719	0.0478496730436291
ENSOARG00000019613	101111755	TEKT2	tektin 2	-1.13412801982993	0.0295533643116427
ENSOARG00000019621	101108312	TOX4	TOX high mobility group box family member 4	1.04923450972404	0.00459248010045968
ENSOARG00000019635				-1.03403695255292	0.0189795880038639
ENSOARG00000019706	101110763	NDRG2	NDRG family member 2	-0.91704803846282	0.0309990694528817
ENSOARG00000019738	101115695	PRICKLE1	prickle planar cell polarity protein 1	-1.51062954644739	0.038896073295767
ENSOARG00000019783	101121240	SCG2	secretogranin II	-2.28567494587951	0.000793863515288116
ENSOARG00000019840	101104560	PTAFR	platelet activating factor receptor	-1.87324651433418	0.00690337073998636
ENSOARG00000019868	101115836	MANEAL	mannosidase endo-alpha like	-1.50022188005624	0.00862133493228512
ENSOARG00000019907	101110489	CNRIP1	cannabinoid receptor interacting protein 1	-1.28041058602372	0.00635958817806574
ENSOARG00000019970	101111447	LRRK2	leucine rich repeat kinase 2	-1.0523710252753	0.0299181336746658
ENSOARG00000020018		SHANK3	SH3 and multiple ankyrin repeat domains 3	-1.33980908130058	0.0242324786460347
ENSOARG00000020042	101106292	LOC101106292	histone H2A type 1	3.22167197778584	0.000229182952287042
ENSOARG00000020050	101110196	HCLS1	hematopoietic cell-specific Lyn substrate 1	-1.15280165167808	0.00321521520487312
ENSOARG00000020056	101103607	SIKE1	suppressor of IKBKE 1	1.14397295251185	0.00181845255242158
ENSOARG00000020058	101106433	THBS1	thrombospondin 1	-1.66687541102167	0.000543849874209195
ENSOARG00000020076	101108086	LOC101108086	histone H2B type 1	3.22967444079112	2.27684665423003e-05
ENSOARG00000020080				-1.67633724512643	0.00562187086008392
ENSOARG00000020171	101105960	SLC22A15	solute carrier family 22 member 15	-1.12858264125145	0.02140858804505
ENSOARG00000020178	101117321	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	-1.39799910153586	0.0106956830226877
ENSOARG00000020185	101117308	DES	desmin	-1.13238909445462	0.00942068583590799
ENSOARG00000020201	443334	MYLK	myosin light chain kinase	-1.71667980313617	0.01421684022465
ENSOARG00000020214	101120630	KALRN	kalirin RhoGEF kinase	-1.28086129934511	0.0137289144441087
ENSOARG00000020251	101123284	RAB3IP	RAB3A interacting protein	1.03143952987314	0.0420621868627588
ENSOARG00000020255	101115351	SLC4A3	solute carrier family 4 member 3	-1.50991934134612	0.00320864285115723
ENSOARG00000020312		CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1	1.53889956704174	0.00424937408276617
ENSOARG00000020325	101109229	WDR3	WD repeat domain 3	0.875438270524082	0.00687575728208079
ENSOARG00000020377	101103028	DLG1	discs large MAGUK scaffold protein 1	-1.44508470421906	0.000373779887069061
ENSOARG00000020422	101106560	HES1	hes family bHLH transcription factor 1	-1.21796534994721	0.0286537822799274
ENSOARG00000020442	101112098	NOTCH2	notch 2	-1.04649828066832	0.0174385746682082
ENSOARG00000020552	101115669	TRA2B	transformer 2 beta homolog	0.89899093599694	0.00645871309087873
ENSOARG00000020566	101117036	MAP3K13	mitogen-activated protein kinase kinase kinase 13	1.05143753271257	0.0115058951724883
ENSOARG00000020571	101119052	TTBK2	tau tubulin kinase 2	1.15962582980851	0.0222572739794161
ENSOARG00000020593	101104810	PID1	phosphotyrosine interaction domain containing 1	-1.31067866532309	0.00257450520452691
ENSOARG00000020622	101104477	EPS8	epidermal growth factor receptor pathway substrate 8	1.17322382331011	0.0292228613450758
ENSOARG00000020651	101104734	PTPRO	protein tyrosine phosphatase, receptor type O	-2.00671510405957	0.00320864285115723
ENSOARG00000020669	101120455	HIST2H2BF	histone H2B type 2-F	2.25780585824568	0.000120864744230814
ENSOARG00000020698	101106069	ARHGDIB	Rho GDP dissociation inhibitor beta	-1.19293753935513	0.00814264755840509
ENSOARG00000020733	101102103	MTMR11	myotubularin related protein 11	-1.03315383197117	0.0450012176855706
ENSOARG00000020760	101123304	DAPK2	death associated protein kinase 2	-1.35622186364804	0.0495890395081649
ENSOARG00000020812	101105489	PAX8	paired box 8	-1.18656349860486	0.0200558141518061
ENSOARG00000020813	101112983	VPS13C	vacuolar protein sorting 13 homolog C	-1.24276839662347	0.00208771311293823
ENSOARG00000020817	101118436	FAM234B	family with sequence similarity 234 member B	-1.07685370902396	0.0459094408818935
ENSOARG00000020830	101109953	HEBP1	heme binding protein 1	-1.09340603843203	0.0169794269539394
ENSOARG00000020846	101103956	ZNF362	zinc finger protein 362	-1.17050713507252	0.00784324096134911
ENSOARG00000020884	101104971	FNDC5	fibronectin type III domain containing 5	-1.20438289364403	0.0486358288253639
ENSOARG00000020935	101111591	SEMA6C	semaphorin 6C	1.65443423274851	0.00684274604503184
ENSOARG00000020954	101103324	MAPK6	mitogen-activated protein kinase 6	0.936801083642241	0.0156899713270423
ENSOARG00000020993	101115920	SELENBP1	selenium binding protein 1	-1.02381697840993	0.0031159163016046
ENSOARG00000021013	101117550	CGN	cingulin	-1.44627808068881	0.0223122293526465
ENSOARG00000021015	678685	CLEC7A	C-type lectin domain containing 7A	-1.54621382410461	0.000514680527456493
ENSOARG00000021088	101118449	LGALS3	galectin 3	-1.15088049959848	0.0158967728936756
ENSOARG00000021097		PELI2	pellino E3 ubiquitin protein ligase family member 2	-1.8262272578313	0.00185457344855485
ENSOARG00000021160	101111372	FUT8	fucosyltransferase 8	-0.967750101579753	0.024332511720903
ENSOARG00000021169	101114362	PIGH	phosphatidylinositol glycan anchor biosynthesis class H	1.33042608561891	0.00674291240448148
ENSOARG00000025190	443527	PRD-SPRRII	small proline-rich protein type II	2.40691957202693	0.00135177479078788
ENSOARG00000025194	100302312	ARL4C	ADP ribosylation factor like GTPase 4C	-1.02194672401859	0.00723384900110951
