ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.Ctrl_1_hit.astro.logFC	LPS100.vs.Ctrl.micro.logFC	LPS100_1_hit.vs.Ctrl_1_hit.astro.p.value	LPS100.vs.Ctrl.micro.p.value
ENSOARG00000010458		BATF3	basic leucine zipper ATF-like transcription factor 3	3.52111768987401	3.38742877528965	1.5559981013654e-05	0.00202488422994355
ENSOARG00000010462	443532	CXCR4	C-X-C motif chemokine receptor 4	-2.03662511748794	-3.56425624411594	0.00195246557036239	3.05605244129813e-05
ENSOARG00000010481				4.91098207140946	6.86891062850522	0.000238323787667115	0.000130872089438869
ENSOARG00000010521	101111757	PDE4B	phosphodiesterase 4B	2.90865102765266	2.24872277158114	0.00032676521636071	0.025337166862558
ENSOARG00000010537	101118429	LOC101118429	THAP domain-containing protein 11	-1.20459317731322	-1.30623838557318	0.005786854488803	0.0328085319652421
ENSOARG00000010541	101122960	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1	-1.39949269645963	-1.39682635936446	0.000599413675354942	0.036211786135094
ENSOARG00000010551	101119061	PLEKHM1	pleckstrin homology and RUN domain containing M1	-1.18345957379538	-2.42199940588666	0.00647091938045609	0.00403354853738765
ENSOARG00000010575	101111953	SUOX	sulfite oxidase	-0.8274171964087	-1.18455743048	0.0463278217142979	0.0210880345727339
ENSOARG00000010631	101119612	DOK2	docking protein 2	-2.59566510086972	-2.85599473417221	2.26289324442441e-05	0.000207124780440011
ENSOARG00000010647				2.30702782247864	3.49110110766718	0.000343089318921745	0.000394336849163965
ENSOARG00000010676				1.32118018882837	1.15647262716256	0.00934034860710757	0.0295180374338402
ENSOARG00000010691	101115839	S1PR1	sphingosine-1-phosphate receptor 1	1.92601572180858	5.59617668800817	0.0332178955885979	0.000575247816888342
ENSOARG00000010693	101115970	SESN1	sestrin 1	-1.35742570445002	-1.57943126580225	0.00591955117198287	0.0163174607824934
ENSOARG00000010726	443305	SELP	selectin P	5.06153720484676	5.3552462417059	0.000255022898552948	0.000408666181332091
ENSOARG00000010736	101109266	GSDME	gasdermin E	2.02124021656709	4.29477940512658	0.000134311543345362	0.00101837662872555
ENSOARG00000010770	101108664	STARD13	StAR related lipid transfer domain containing 13	1.84891200844709	3.04258366610972	0.000917070760658714	0.000397147919057477
ENSOARG00000010779	101122492	ZNF768	zinc finger protein 768	-0.929801844166323	-1.16172729219404	0.0138066059738903	0.00726723946612584
ENSOARG00000010812				-1.65248004782412	-2.25925869974978	4.49074714412534e-05	0.00103567240884271
ENSOARG00000010834	101112901	ARHGAP45	Rho GTPase activating protein 45	-2.640249698871	-2.58059878335165	0.000189883810728069	0.000307820476718314
ENSOARG00000010837	101123418	TPMT	thiopurine S-methyltransferase	1.32777964818988	1.15504729676067	0.00185414490400091	0.0214027537700136
ENSOARG00000010854		JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	1.50775595677519	2.28651855785027	0.000139527868619603	0.00780366952714783
ENSOARG00000010882	101105377	SLC37A1	solute carrier family 37 member 1	1.70346620638155	3.39057212745125	0.000571375106815068	0.0036054805932361
ENSOARG00000010885	101103420	PHLDB1	pleckstrin homology like domain family B member 1	-1.02317295466261	-1.04259824051877	0.020565587250069	0.0311611590678467
ENSOARG00000010890	101112240	PDPN	podoplanin	0.971920844520255	2.02871400764149	0.0324855476338297	0.024452181245562
ENSOARG00000010919	101122499	STX17	syntaxin 17	0.923628153977562	0.890659853980617	0.0180149194985997	0.0431233081710675
ENSOARG00000010939	101122759	NR4A3	nuclear receptor subfamily 4 group A member 3	4.0645427395917	3.75453289657621	2.84901814864201e-05	0.00198387424290416
ENSOARG00000010962	101119080	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	2.45534465859131	2.48260559346843	0.00068350375342457	0.00166493158594767
ENSOARG00000010964		ISG20	interferon stimulated exonuclease gene 20	4.4798444761304	6.38320683377776	4.49074714412534e-05	0.000307820476718314
ENSOARG00000010973	101112070	OSGIN2	oxidative stress induced growth inhibitor family member 2	1.44057134655675	1.79832100906603	5.86758306338466e-05	0.00596647308325014
ENSOARG00000011041	101110708	ELL3	elongation factor for RNA polymerase II 3	1.40811612873265	1.9372266656628	0.0301784044124327	0.00328159745569575
ENSOARG00000011042	101113745	LOC101113745	transmembrane protein 198-like	-1.02839020007275	-1.64104138965269	0.0125049433701617	0.0095303030040072
ENSOARG00000011053	101110341	HAS2	hyaluronan synthase 2	2.46059294844056	4.8270971450371	6.8439075612461e-05	0.000623552188592267
ENSOARG00000011065	101108157	SLCO2B1	solute carrier organic anion transporter family member 2B1	-1.76527738143263	-3.52813805363357	0.00622014860850569	0.00176649744627095
ENSOARG00000011069	101106050	PKNOX1	PBX/knotted 1 homeobox 1	1.13052176687495	1.02569760072586	0.019630551075159	0.0386209329146568
ENSOARG00000011075	443127	SELE	selectin E	6.42617529833245	7.41145038388282	4.70396580128266e-07	0.000231101515190303
ENSOARG00000011130	101113412	SBNO2	strawberry notch homolog 2	1.22787032410184	1.78405167078943	0.000365285832387928	0.00686007630387424
ENSOARG00000011197	101115883	RIPK2	receptor interacting serine/threonine kinase 2	2.23994767242199	2.29651249455461	1.2805099113483e-05	0.0012528834631044
ENSOARG00000011206	101105167	SPIDR	scaffold protein involved in DNA repair	-1.05115298006502	-1.68300122224716	0.0106179970719867	0.00672872514441032
ENSOARG00000011212	101119002	RAD9A	RAD9 checkpoint clamp component A	-0.980913311281275	-0.992018260013694	0.0372570313133542	0.0310269966448813
ENSOARG00000011217	101109494	SLC37A2	solute carrier family 37 member 2	-2.30118334865262	-3.58143080991803	0.000130784058768272	0.000959696548902629
ENSOARG00000011239	101111126	IL7R	interleukin 7 receptor	1.35961450539176	3.76435619739041	0.0167734187188095	0.00988922971369633
ENSOARG00000011272	101121017	PRDM1	PR/SET domain 1	1.10669977386781	1.79097527805931	0.0108588186180652	0.00145683651221688
ENSOARG00000011287	101104963	TDRD7	tudor domain containing 7	1.8119836212785	1.10673981255098	0.000776184439367627	0.0377924386447428
ENSOARG00000011305	101122452	SLC16A5	solute carrier family 16 member 5	-1.96987319135723	-2.01762367690637	0.000801709245202065	0.00169310156415231
ENSOARG00000011307	101123278	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	-0.824763606683207	-1.48375345294777	0.0376313136062162	0.0034866833817526
ENSOARG00000011346	101105557		SH2 domain containing adaptor protein B	1.42141356566588	3.0573139653758	0.00364406541869406	0.00352852096020186
ENSOARG00000011348	101106661	KCND1	potassium voltage-gated channel subfamily D member 1	-1.55343932937493	-2.30031229368233	0.00343900191717792	0.0494664074603552
ENSOARG00000011352	101116433	MST1R	macrophage stimulating 1 receptor	2.25916548671474	3.91166445920953	1.73402887608415e-05	0.000358740153601717
ENSOARG00000011372		BATF2	basic leucine zipper ATF-like transcription factor 2	4.18456266759032	3.70108716863262	8.13168179666623e-06	0.0036054805932361
ENSOARG00000011387	101123539	ENG	endoglin	-1.11929536168114	-2.10912808851435	0.00523203130802588	0.00116091411107291
ENSOARG00000011442	101120138	OFD1	OFD1, centriole and centriolar satellite protein	-1.01893864042864	-0.923060671909036	0.0180144293224127	0.0466675825691294
ENSOARG00000011463	101108867	IER3	immediate early response 3	3.1194712125716	3.73270417728382	0.000142297109159737	0.00360477746280195
ENSOARG00000011513	101105432	IRF8	interferon regulatory factor 8	2.75279620361479	2.08633608087455	5.80556026249623e-06	0.016805366417466
ENSOARG00000011560	101110585	KLRG2	killer cell lectin like receptor G2	1.37594175044561	3.71947361372625	0.0113645207101081	0.000294552068157482
ENSOARG00000011565	101104173	LIG1	DNA ligase 1	-1.13667152158592	-1.50933270188251	0.0106179970719867	0.00844924632967531
ENSOARG00000011599	101121603	JCHAIN	joining chain of multimeric IgA and IgM	-1.44751856916497	-2.19871078422431	0.00624146968420644	0.00694418210565022
ENSOARG00000011604	101109642	FAM111B	family with sequence similarity 111 member B	2.66573533791748	3.21956167611879	0.000672338403401436	0.00207436184053989
ENSOARG00000011678				-1.40367927794925	-1.40706368591689	0.00462936518311852	0.0430504386637277
ENSOARG00000011689	101117371	DEF6	DEF6, guanine nucleotide exchange factor	-2.11196809007178	-1.95369217468578	0.000599413675354942	0.00111781050008783
ENSOARG00000011738	101102203	ICOSLG	inducible T cell costimulator ligand	1.2018704018788	2.34553233369996	0.000950300870291516	0.00861926164823833
ENSOARG00000011742	101111092	HIPK2	homeodomain interacting protein kinase 2	1.69884750883066	1.60089177768992	0.000272482902998031	0.00259801478027034
ENSOARG00000011760	101108948	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	1.44567302057942	2.8216905795133	0.000320873530956885	0.00031137841017591
ENSOARG00000011766	101108042	CDCA7L	cell division cycle associated 7 like	-1.7015801608828	-2.01826550479354	0.000318322087256131	0.0044290323987626
ENSOARG00000011792	101121475	ACSL5	acyl-CoA synthetase long chain family member 5	1.53967347263821	1.99711907493329	0.0013102124320354	0.025652652425061
ENSOARG00000011811	101111187	STEAP4	STEAP4 metalloreductase	3.11459392918441	4.15768642901716	0.00450621481631083	0.000623552188592267
ENSOARG00000011838	101102097	CAP2	cyclase associated actin cytoskeleton regulatory protein 2	-1.16898167612389	-1.24352435681499	0.00248856983063811	0.0346634666224731
ENSOARG00000011845	101106605	TRIM37	tripartite motif containing 37	-0.994810915146759	-1.04429410324864	0.0134476689254353	0.0227467095581347
ENSOARG00000011846		NTN4	netrin 4	-1.05264835072988	-1.80166146958414	0.0037485325192066	0.0269678588139702
ENSOARG00000011890		FANCE	FA complementation group E	-1.00238267714172	-0.831648072968621	0.0104916597593432	0.0248692183201853
ENSOARG00000011933	101121946	ADAP2	ArfGAP with dual PH domains 2	-1.43859236190597	-1.88948287811459	0.00969945872259034	0.00459642204776629
ENSOARG00000011997	101102094	UBA7	ubiquitin like modifier activating enzyme 7	3.4486199263988	2.85497553447988	0.000767028656167592	0.0114006633180434
ENSOARG00000012010	101114403	POU2F1	POU class 2 homeobox 1	1.58063597453657	1.68460311294777	0.00868503622367899	0.00147343998192177
ENSOARG00000012014	101102843	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	-1.2137549135944	-1.33132608014593	0.00105377662985837	0.0095303030040072
ENSOARG00000012021	443406	IL6	interleukin 6	4.58901910587617	6.17877901986232	0.0022842571728745	0.000794203250299352
ENSOARG00000012085	101114306	TARS	threonyl-tRNA synthetase	1.32015215659827	1.60596936338683	0.000442505977838144	0.016805366417466
ENSOARG00000012100	101113342	SLC46A3	solute carrier family 46 member 3	-2.48288805366371	-2.71421277390161	0.000143717306422784	0.0185140366996274
ENSOARG00000012119	443056	IL15	interleukin 15	4.21097463887108	6.76975703559075	6.93955104616768e-05	0.000172838017757343
ENSOARG00000012180	443088	FLT1	fms related tyrosine kinase 1	2.00750459216121	5.01733037139011	0.01717272104406	0.000415468790256326
ENSOARG00000012215		CPLANE2	ciliogenesis and planar polarity effector 2	-1.1714818107713	-1.79255337184799	0.0181780211466068	0.0430504386637277
ENSOARG00000012235	780527	SLC9A3R1	SLC9A3 regulator 1	-0.962469119223582	-2.25452795910553	0.0188958203026219	0.00143300446833886
ENSOARG00000012296	101102005	PLEKHA4	pleckstrin homology domain containing A4	2.01608409737148	1.93664043428563	0.0120725605250202	0.00764338716623063
ENSOARG00000012337	101115526	MOB1A	MOB kinase activator 1A	0.971489385409952	1.79425845483955	0.0143050071689017	0.00694418210565022
ENSOARG00000012344	101102415		protein phosphatase 1 regulatory subunit 15A	1.55139370021311	2.04794120070456	9.0299975514728e-06	0.0153455161966822
ENSOARG00000012350	100137069	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	1.23223019577825	1.96644449162571	0.0034728456858618	0.00786817271826198
ENSOARG00000012389	101112533	GPRC5B	G protein-coupled receptor class C group 5 member B	-1.08506939355095	-1.5613799047111	0.0230829163103422	0.0047374577655344
ENSOARG00000012408	101106162	PARP12	poly(ADP-ribose) polymerase family member 12	2.10205385980353	1.96581557875246	0.00169374931181393	0.00438609800033629
ENSOARG00000012417	101103409	CD300E	CD300e molecule	-2.99011619795452	-3.16281504780034	6.30703903206151e-05	0.00143126502058355
ENSOARG00000012418	101103993	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	2.70721759775147	2.69176395548597	8.73748334007369e-06	0.00360477746280195
ENSOARG00000012449	101122426	CDK17	cyclin dependent kinase 17	1.66212103031008	2.00406732733479	0.00124922376891977	0.011157876383879
ENSOARG00000012557	101118490	TIRAP	TIR domain containing adaptor protein	1.61936068607887	4.53939673154227	0.005491683503445	0.000299292752945041
ENSOARG00000012621	101111649	SLCO4A1	solute carrier organic anion transporter family member 4A1	3.15378264169737	2.34863697778407	5.0892188293373e-05	0.00630599135609447
ENSOARG00000012648	101107049	FES	FES proto-oncogene, tyrosine kinase	-2.4666541733332	-2.39072599495924	8.51181000250149e-05	0.000423931322100667
ENSOARG00000012653	101110110	SLC19A1	solute carrier family 19 member 1	-2.22139737197608	-1.63404552744703	5.0892188293373e-05	0.00538887029994745
ENSOARG00000012673	443255	RCAN1	regulator of calcineurin 1	2.36508705011656	2.34492350510982	0.000432039610005338	0.0140107154493645
ENSOARG00000012718	101108228	NFKB1	nuclear factor kappa B subunit 1	2.49208545983285	2.87928189131887	6.10597587062833e-07	0.00192834159186312
ENSOARG00000012766	101110601	UBE2J1	ubiquitin conjugating enzyme E2 J1	1.42343173406024	1.70488648332865	0.00963444979137992	0.0034295150789522
ENSOARG00000012768	101107377		interleukin 15 receptor subunit alpha	2.57593674797651	4.02244897267877	0.000550217155212144	0.000347919104963396
ENSOARG00000012834	101117677	ATP6V0D2	ATPase H+ transporting V0 subunit d2	-1.06375417033783	-1.93181383620536	0.0413017346099148	0.00943062568323292
ENSOARG00000012852	101122741	CASP7	caspase 7	2.23556628888724	2.42435594477957	0.000131493680129638	0.00187224868554659
ENSOARG00000012871	101114874	PNRC1	proline rich nuclear receptor coactivator 1	1.27794387061019	1.50267362680972	0.0038760111672255	0.0133193143949336
ENSOARG00000012875	101107310	BLM	BLM RecQ like helicase	-1.864031641977	-2.12289787389102	8.51236355374169e-05	0.00149434175450941
ENSOARG00000012936	101103355	CD83	CD83 molecule	2.17763795208506	1.84146351575181	4.21222357924042e-05	0.0195357066173334
ENSOARG00000012954	101113341	CA2	carbonic anhydrase 2	0.831786602069728	1.5783857154629	0.0496834829186775	0.0285160799958799
ENSOARG00000012972	101102178	MYO10	unconventional myosin-X	1.26767333759253	1.42535137731733	0.0157421796699621	0.0360287051936576
ENSOARG00000012997	101118952	GNA15	G protein subunit alpha 15	-1.81576013255831	-2.16344735219744	0.000540291115847387	0.00185932045855275
ENSOARG00000012999	101106107	ZC3H12C	zinc finger CCCH-type containing 12C	1.57712083093882	1.84545349208939	0.000209643646344527	0.0195357066173334
ENSOARG00000013025	101103249	SLC43A2	solute carrier family 43 member 2	-2.2628753889087	-3.11560760679736	3.84645501987988e-05	0.000310040914666817
ENSOARG00000013071	101113597		cilia and flagella associated protein 206	-1.60935217289718	-2.06480574469922	0.011237687432559	0.000692324123388121
ENSOARG00000013078	101123580	DENND5A	DENN domain containing 5A	1.29864258928358	2.17255097420643	0.000936799970953933	0.00166493158594767
ENSOARG00000013109	101103426	ANKH	ANKH inorganic pyrophosphate transport regulator	-0.973397527644432	-1.45871048942419	0.0171877598964772	0.0422505601237651
ENSOARG00000013111	101109529	IL1RL1	interleukin 1 receptor like 1	2.0847109811715	3.54536441573065	0.00654150543971656	0.00294889041744994
ENSOARG00000013146	443472	IL12B	interleukin 12B	9.0340571158689	7.09749584019807	6.02981527251242e-05	0.00176780132591445
ENSOARG00000013206				1.36045827426543	1.40606355560159	0.00963444979137992	0.00841321041967821
ENSOARG00000013260		PRR12	proline rich 12	-1.23159338543352	-1.48389114023042	0.000895815597334125	0.014059301382047
ENSOARG00000013303	101117143	VLDLR	very low density lipoprotein receptor	2.49274101964416	2.61043249744185	5.13870589702551e-05	0.002199138687687
ENSOARG00000013427	101118209	PTPN1	protein tyrosine phosphatase, non-receptor type 1	2.33987842051583	4.16720320831208	2.45030955230478e-06	0.000299292752945041
ENSOARG00000013449	101113201	AK3	adenylate kinase 3	1.4888436388902	1.33219862564048	0.00770109447175663	0.00658487972049569
ENSOARG00000013480	101113909	JAK2	Janus kinase 2	2.73207614282149	2.3358623721904	3.87308938408335e-05	0.00288131082618205
ENSOARG00000013486	101115406	TMEM251	transmembrane protein 251	-1.18875948242782	-0.988108819326025	0.0125863647581358	0.0154249946922825
ENSOARG00000013509	101115003	CD274	CD274 molecule	3.69445360452336	4.37244091941081	2.61727419050209e-06	0.000299292752945041
ENSOARG00000013538	101102013	ORAI1	ORAI calcium release-activated calcium modulator 1	1.28839013770545	1.40341499005945	0.00134366888091958	0.0172925737203029
ENSOARG00000013553	101122244	DCUN1D3	defective in cullin neddylation 1 domain containing 3	1.16055448562644	1.33680537637828	0.0230996677829571	0.0145238989041411
ENSOARG00000013573	101112178	TNFAIP8L2	TNF alpha induced protein 8 like 2	-2.81498752159814	-2.0165909423738	0.000686054129726693	0.0014898968602206
ENSOARG00000013588	101113696	MED25	mediator complex subunit 25	1.05405386783712	1.40669148150793	0.00939194686689277	0.00828795945884976
ENSOARG00000013599		RUNX1	runt related transcription factor 1	0.879918499348427	1.92325028208246	0.0214288525089543	0.000988333676746206
ENSOARG00000013607	101118097	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3	-1.29621672043339	-2.56841425759061	0.00842383529441996	0.00970369605410655
ENSOARG00000013617		PLXND1	plexin D1	-1.23402625236624	-1.34274362814326	0.000185405553766075	0.00661270279001866
ENSOARG00000013642		PDE12	phosphodiesterase 12	1.54271797554016	1.22086560941835	0.0131947322798269	0.0158341644426118
ENSOARG00000013671	101120573	GADD45B	growth arrest and DNA damage inducible beta	1.83629449569039	3.23279666619704	0.000757199845719419	0.000934731069669202
ENSOARG00000013677	101114462	IL4I1	L-amino-acid oxidase	2.04528059570018	4.93305414254557	5.81590858637292e-05	0.000307820476718314
ENSOARG00000013700	101114408	LOC101114408	carbonyl reductase	-1.21562727053597	-2.19379625685827	0.00213031878939801	0.000695864467179115
ENSOARG00000013732	101118792	ARHGAP18	Rho GTPase activating protein 18	-1.47761550761799	-1.75282627623878	0.00515405672395991	0.0224057750787594
ENSOARG00000013799				1.5986498286716	1.52714902900212	0.00010522093688897	0.0105982933511005
ENSOARG00000013847	101114538	KCNJ2	potassium voltage-gated channel subfamily J member 2	2.51723141998794	4.10489854375073	0.00608319975476073	0.000623552188592267
ENSOARG00000013878	101115672	DOP1B	DOP1 leucine zipper like protein B	-1.74959301910658	-1.32953969617464	6.01402307672979e-05	0.0180047873958174
ENSOARG00000013883	101114695	ARID5A	AT-rich interaction domain 5A	2.20870479167292	1.55379093605656	0.000277767458048721	0.0124818925387773
ENSOARG00000013920	101116999	WDR81	WD repeat domain 81	-1.48272621980073	-2.05058374771576	0.00277529963892386	0.00189257975866907
ENSOARG00000013922	101115725	TAF3	TATA-box binding protein associated factor 3	2.04278546504982	1.19447604632574	0.00546476371722541	0.015296864352722
ENSOARG00000013926	101108580	FBXL6	F-box/LRR-repeat protein 6	-0.883868947929905	-1.11671323710705	0.0473291749514219	0.0340793948546665
ENSOARG00000013947	101123544	PDXP	pyridoxal phosphatase	-1.5872825900752	-2.20756947317908	0.00574138616087607	0.0130806697140494
ENSOARG00000013954	101105441	ANKRD33B	ankyrin repeat domain 33B	1.45106485614629	3.16021504153111	0.0301784044124327	0.000400643071883284
ENSOARG00000013977	101110888	SSX2IP	SSX family member 2 interacting protein	-1.34057986114219	-1.33305567539527	0.0121493448823093	0.0496859152168616
ENSOARG00000014034	101109970	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14	1.07752793982115	1.52709293155233	0.0166164027641612	0.00214607700602604
ENSOARG00000014051	101111922	ALDH3B2	aldehyde dehydrogenase family 3 member B1	-1.91316310054224	-1.14074575749086	0.000202346158314431	0.0236527275381784
ENSOARG00000014071	101119130	TRIOBP	TRIO and F-actin-binding protein	-1.34586575145487	-1.13106389425675	0.00132007726383765	0.0101093736627702
ENSOARG00000014098	101119092	ATAD1	ATPase family, AAA domain containing 1	2.14859271805703	1.99929707454288	5.57927718214847e-05	0.0241089821990036
ENSOARG00000014103	101117790	NOCT	nocturnin	3.52262523196952	4.31728264442982	4.70396580128266e-07	0.000397147919057477
ENSOARG00000014157	101123485	KCNG1	potassium voltage-gated channel modifier subfamily G member 1	-1.52822959544643	-3.14066153238136	0.0076584189172277	0.0113604795761176
ENSOARG00000014164	101108417	NLRX1	NLR family member X1	-1.4993583489133	-2.60196943684889	0.000102197027719598	0.000640832963649941
ENSOARG00000014169	101107807	DISP1	dispatched RND transporter family member 1	-0.958541055428239	-1.97147226459933	0.00877981696541171	0.00528793228888001
ENSOARG00000014170	101118080	NABP1	nucleic acid binding protein 1	3.09492912434544	2.86366121700931	7.4034857236745e-06	0.000695864467179115
ENSOARG00000014177	101121261	DOT1L	DOT1 like histone lysine methyltransferase	0.876474000515067	1.29052740775166	0.0104673064131191	0.0191502686850435
ENSOARG00000014188	101123048	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	-1.11473416850939	-1.6003111164915	0.0089993783948576	0.00130069971812
ENSOARG00000014206	101109571	RAB3IL1	RAB3A interacting protein like 1	-2.68637076146114	-2.27232591239818	0.000583312067478933	0.00297748048545224
ENSOARG00000014209	101110675	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	1.2504721596014	2.07016957363371	0.00786480497111998	0.00321171677093323
ENSOARG00000014212	101102001		intercellular adhesion molecule 2	2.26382969348857	1.52403796942915	0.000169053852312041	0.0292498930703325
ENSOARG00000014240	100303607	CTGF	connective tissue growth factor	-2.32809532282941	-1.75822238965865	0.000404116771060001	0.006926719599869
ENSOARG00000014292				-2.04495560065735	-1.04356531667277	0.000183811835831173	0.0305634138046121
ENSOARG00000014352	100170320	ADRB2	adrenoceptor beta 2	-2.29339895585936	-2.62672749341171	0.000331304328341516	0.0168799411752259
ENSOARG00000014364	100272002	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	1.88260772481715	2.90450438218677	9.03929230338014e-06	0.0026977558897441
ENSOARG00000014416	101112130	TMEM243	transmembrane protein 243	1.51305692800851	1.33675207988871	0.00337648679131809	0.0202940015538356
ENSOARG00000014425	101118263	MERTK	MER proto-oncogene, tyrosine kinase	-2.3489397152811	-2.15142003219907	1.73402887608415e-05	0.00065244239116731
ENSOARG00000014496	443418	CXCL8	C-X-C motif chemokine ligand 8	4.70626160283609	5.57321237272826	2.09580563226907e-07	0.000467708455175511
ENSOARG00000014520	101108309	EXOSC9	exosome component 9	1.64815855924531	1.21845648777682	0.00135908390516393	0.0136204872251071
ENSOARG00000014532	443026	ETS2	ETS proto-oncogene 2, transcription factor	1.72547509562999	3.08199699712918	0.00180655725046082	0.00207436184053989
ENSOARG00000014541	101119308	ATP8A1	ATPase phospholipid transporting 8A1	2.75453020290375	3.04080919538174	0.000200750353826914	0.000504416829460572
ENSOARG00000014581	101113184	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	-1.18805886909626	-0.942649138021473	0.0124372755050819	0.0446943638996173
ENSOARG00000014592	101103238	CXCL6	C-X-C motif chemokine 6	4.8403954589873	6.1722463748299	2.52716860308186e-06	0.000519243282682712
ENSOARG00000014619	101122105	MOB3A	MOB kinase activator 3A	0.988622718292051	1.91757762656499	0.0123535602360382	0.0106310562230134
ENSOARG00000014631	101112816	JAK3	Janus kinase 3	1.66069855381281	3.05875061600781	0.000420881482795385	0.000623552188592267
ENSOARG00000014636	101123366		cytidine/uridine monophosphate kinase 2	3.17717584027645	4.57740272552533	0.000593130518755994	0.000451448818451922
ENSOARG00000014648	101115013	RSAD2	radical S-adenosyl methionine domain containing 2	4.86903768537983	5.6061491324593	9.90213409015287e-05	0.00143300446833886
ENSOARG00000014657	101120533	ANKRD22	ankyrin repeat domain 22	2.22546967600646	4.25937560046746	0.0013102124320354	0.000762418311967971
ENSOARG00000014674	443185	SCD	stearoyl-CoA desaturase	1.23899766783795	2.10557466637931	0.024612887435842	0.0455581574898602
ENSOARG00000014710	101107709	SGK1	serum/glucocorticoid regulated kinase 1	1.81745842972131	1.91565364367782	1.66146643208905e-05	0.0231698378422336
ENSOARG00000014714	101102840	ANAPC5	anaphase promoting complex subunit 5	-0.974528663636517	-0.892511235357377	0.00816359095699655	0.0371195726173705
ENSOARG00000014731	101107257	DDX58	DExD/H-box helicase 58	3.3829454452874	3.5221450939111	0.000432841868716365	0.00138121688742661
ENSOARG00000014736	101112252	SPIRE2	spire type actin nucleation factor 2	-1.08858226904729	-1.13209478022529	0.0176764560929685	0.0304418451164662
ENSOARG00000014742	101116505	CCDC34	coiled-coil domain containing 34	-1.29054366078851	-1.32298216234623	0.00708936721546594	0.0475240339675385
ENSOARG00000014744	101109288	DHRS3	dehydrogenase/reductase 3	-1.00866762480986	-2.68862416194645	0.0498500457286044	0.000172838017757343
ENSOARG00000014751	101120222	STARD8	StAR related lipid transfer domain containing 8	3.32597539250583	3.36851221055038	1.15209483317983e-06	0.000402183101653792
ENSOARG00000014766				1.14494758224115	5.53434626893456	0.0387406516637383	0.000400643071883284
ENSOARG00000014775	443380	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	7.04756492958423	6.60114390822082	2.00396104870082e-07	0.000299292752945041
ENSOARG00000014777	101109462	CCR7	C-C motif chemokine receptor 7	7.52778448420321	6.75952422943502	4.93358035920085e-06	0.000125803926915973
ENSOARG00000014778	100302103	LYN	LYN proto-oncogene, Src family tyrosine kinase	1.38786811797403	1.51625258057916	0.000581808133404553	0.0339759836958261
ENSOARG00000014800		IFIT3	interferon induced protein with tetratricopeptide repeats 3	3.0230684170655	2.70720165359721	0.00026701715003782	0.011660888301076
ENSOARG00000014822		IKZF1	IKAROS family zinc finger 1	1.69380646565595	1.67309447593154	0.00130365301279102	0.031952379795877
ENSOARG00000014841				5.21081744601392	6.11983209110227	2.52716860308186e-06	0.000444717506248434
ENSOARG00000014866		FAS	Fas cell surface death receptor	1.87178370001934	2.24017031317217	0.00209246146021427	0.00301546086016429
ENSOARG00000014904	101106461	TENT4A	terminal nucleotidyltransferase 4A	0.806962022067893	1.66836130380735	0.0489290128007776	0.0034295150789522
ENSOARG00000014972	101107616	MED13	mediator complex subunit 13	1.31543095943551	1.60530934010019	0.00125899781850711	0.00207436184053989
ENSOARG00000014973	101104692	GPD1L	glycerol-3-phosphate dehydrogenase 1 like	-2.01703630942583	-1.20423843847048	0.000599413675354942	0.0234189448097575
ENSOARG00000015050	101117094	MAP3K8	mitogen-activated protein kinase kinase kinase 8	2.02368460827986	2.2852691033687	7.09731601915497e-05	0.00241337814299142
ENSOARG00000015051	101102166	BCAS1	breast carcinoma amplified sequence 1	3.01890581047693	3.66510466500075	1.50956386369843e-05	0.00046625491100502
ENSOARG00000015055	101109076	KIF13B	kinesin family member 13B	1.04433443261511	1.90150623134408	0.0125918516556328	0.00539724933896254
ENSOARG00000015072	101119517	LOC101119517	guanylate-binding protein 1-like	3.97602075838002	6.20952392399993	0.000814728950383702	0.000307820476718314
ENSOARG00000015078	443136	IRF1	interferon regulatory factor 1	3.08516396629897	4.3993603896257	9.24651920970387e-06	0.000349789236456609
ENSOARG00000015121	101112171	CMTM6	CKLF like MARVEL transmembrane domain containing 6	1.35500343546284	1.65991951627753	0.000644466338470281	0.0249945827707292
ENSOARG00000015167	101114560	BCL2A1	BCL2 related protein A1	3.84504845772944	5.76650164838614	4.07491535699131e-05	0.000190840538550374
